Brand Name,Generic Name,Manufactor Name,Total Spending 2016,Total Units 2016,Total Spending 2017,Total Units 2017,Total Spending 2018,Total Units 2018,Total Spending 2019,Total Units 2019,Total Spending 2020,Total Units 2020
Desvenlafaxine Succinate ER,Desvenlafaxine Succinate,Lupin Pharmaceu,,,12670911.49,3511646.5,12138084.38,5299827,14916799.24,6664082,13552278.38,6184690.06
Desvenlafaxine Succinate ER,Desvenlafaxine Succinate,Greenstone LLC.,,,8636866.06,2401832,6230856.89,2478921,6595932.56,3045934,9015953.6,4265083.5
Desvenlafaxine Succinate ER,Desvenlafaxine Succinate,Breckenridge,,,10871985.7,3034305.5,15662639.12,6248198,15892828.32,7507420.75,16106796.99,8497864
Desvenlafaxine Succinate ER,Desvenlafaxine Succinate,Actavis/Teva,,,8265564.36,2325120,6361202.28,2674412,2965754.96,1427652,2530939.96,1138506
Detrol,Tolterodine Tartrate,Pharmaci/Pfizer,421993.39,72847,386932.27,59046,333475.09,47986,248112.16,35413,233229.62,34389
Detrol La,Tolterodine Tartrate,Pharmaci/Pfizer,6787103.13,696277,5974232.49,532870,5071651.1,434191,4068314.88,349934,3439729.1,298624
Dexamethasone,Dexamethasone,Xspire Pharma,,,,,,,,,4528.82,1709
Dexamethasone,Dexamethasone,West-Ward/Hikma,6216073.96,17257478.16,6622364.54,17200089.11,11999421.58,18490568.57,14904191.25,19340889.63,16272359.24,20973145.8
Dexamethasone,Dexamethasone,"STI Pharma, LLC",131104.59,920321.162,132885.63,895206.38,126672.81,884127.689,228133.26,1687167.731,157786.26,1240401.713
Dexamethasone,Dexamethasone,Roxane/West-War,1680084.66,13370181.88,2497022.28,16661481.57,2197590.09,19248994.33,2222995.85,19841509.74,3763401.12,22209485.63
Dexamethasone,Dexamethasone,Rising Pharm,225331.17,1475847.444,250040.22,1684040.208,239843.71,1787324.601,510756.34,3742010.824,734159.58,4984549.937
Dexamethasone,Dexamethasone,Par Pharm.,184724.65,590022.75,491536.47,1362415,127577.74,365229,17544.83,44572.5,1062.8,2325
Dexamethasone,Dexamethasone,Morton Grove Ph,1154337.04,8206048.671,1612481.04,11377194.61,1696477.45,12134200.19,1644668.04,11682641.97,1586701.38,11314323.82
Dexamethasone,Dexamethasone,Larken Labs,,,,,6548.15,1007,37608.81,5974,50761.67,8616
Dexamethasone,Dexamethasone,Fera Pharmaceut,,,,,11680.38,15339,64368.56,83458.5,539985.59,675694.5
Dexamethasone Intensol,Dexamethasone,Roxane/West-War,122812.29,161466.5,118037.24,148152,143734.22,177538,154734.28,197121.5,169218.82,220930.5
Dexamethasone Sodium Phosphate,Dexamethasone Sodium Phosp/PF,Somerset Therap,,,,,224.25,136,8599.13,1729.5,14192.34,3754
Dexamethasone Sodium Phosphate,Dexamethasone Sodium Phosp/PF,Fresenius Kabi,,,,,,,,,1254.09,2695
Dexamethasone Sodium Phosphate,Dexamethasone Sodium Phosp/PF,App/Premierpro,608.32,345,307.31,239,312.16,157,294.72,102,259.35,180.5
Dexamethasone Sodium Phosphate,Dexamethasone Sodium Phosp/PF,App/Fresenius K,16910.76,6263,24726.09,7832,32172.05,10704.1,26518.73,8196.2,34341.62,12970.9
Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosphate,West-Ward/Hikma,39877.33,33576.68,45659.58,36093.2,38553.09,26835.3,43948.7,32271.5,40346.23,39979
Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosphate,Valeant/Bausch,3885841.09,386165,4138310.25,408009,4564716.67,455437.5,4725341.13,496497.75,3479818.51,371510.75
Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosphate,Somerset Therap,,,,,,,,,1532.06,1622.9
Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosphate,Mylan Instituti,35927.41,85383.34,42177.03,82763,51265.2,89945.8,51601.45,92598.44,39478.08,59774.88
Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosphate,Fresenius Kabi,199892.34,154805.61,187187.41,150449.501,156104.61,111597.6,105277.26,56335.48,87341.95,44917.77
Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosphate,Auromedics Phar,17943.09,26813.5,51666.94,77000,63976.9,97477,26599.02,38452,21837.02,40997.2
Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosphate,App/Premierpro,1187.65,1715,1681.42,2787,2353.96,3392,4225.51,6794,2820.73,2507.5
Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosphate,App/Fresenius K,126054.3,358605.298,105991.86,420125.556,94036.14,364217,59317.92,294272.15,57635.31,312246.85
Dexchlorpheniramine Maleate,Dexchlorpheniramine Maleate,Foxland Pharmac,,,,,,,158242.56,31630,88587.61,16664
Dexedrine,Dextroamphetamine Sulfate,Amneal Pharmace,,,,,,,2062892.95,89474,2873386.29,125136
Dexilant,Dexlansoprazole,Takeda Pharmace,550271871.9,69614634.6,588428949.7,69368277.7,601720376.4,65519218.2,618678619.4,65222858,651674922.4,66414205
Dexmethylphenidate HCl,Dexmethylphenidate HCl,Tris Pharma Inc,,,140969.72,183349,170445.9,226250,183382.65,255590,193469.48,322057.5
Dexmethylphenidate HCl,Dexmethylphenidate HCl,Teva USA,322498.84,378897,214606.21,273154,147001.32,186079,40985.55,53744,2755.79,4119
Dexmethylphenidate HCl,Dexmethylphenidate HCl,Sun Pharmaceuti,45921.3,52410,73490.58,93649,177347.64,234938,123258.87,171528.5,84599.98,160635
Dexmethylphenidate HCl,Dexmethylphenidate HCl,Rhodes Pharmace,,,,,3870.4,5135,23812.38,35271,28928.18,45980
Dexmethylphenidate HCl,Dexmethylphenidate HCl,"KVK-Tech, Inc.",103050.79,125768,181716.29,242557,180606.46,261997,367866.24,592530,405915.99,730124
Dexmethylphenidate HCl,Dexmethylphenidate HCl,Gavis/Lupin,39461.43,47578,28378.58,38749,20530.46,25725,21339.22,30105,8835.53,13349
Dexmethylphenidate HCl ER,Dexmethylphenidate HCl,Teva USA,1084534.14,192656,1228352.06,230283,1400804.08,284170,1154624.34,220544,1132139.65,250091
Dexmethylphenidate HCl ER,Dexmethylphenidate HCl,Sandoz,926732.23,161100,1335315.46,243561,2135471.04,429547,1990885.22,407171,1430632.74,337309
Dexmethylphenidate HCl ER,Dexmethylphenidate HCl,Par Pharmaceuti,,,94101.54,11771,71766.66,13189,79665.75,15699,66192.05,18782
Dexmethylphenidate HCl ER,Dexmethylphenidate HCl,Par Pharm.,254214.98,51641,305695.83,63452,303782.92,68508,403848.39,85205,537422.94,125703
Dexmethylphenidate HCl ER,Dexmethylphenidate HCl,Mylan,765731.04,141673,690535.3,132903,225579.62,45514,30313.22,6107,3903.96,780
Dexmethylphenidate HCl ER,Dexmethylphenidate HCl,Lannett Co. Inc,,,,,,,294882.56,60341,739930.95,178350
Dexmethylphenidate HCl ER,Dexmethylphenidate HCl,Amneal Pharmace,,,11860.03,2125,232537.2,46588,858411.3,175801,867276.53,199754
Dexpak,Dexamethasone,Valeant/Bausch,258384.81,33323,109181.97,13456,49530.1,6105,15535.39,2106,3146.62,437
Dextroamphetamine Sulfate,Dextroamphetamine Sulfate,Wilshire Pharma,869290.01,665945,489834.06,421826,373854.52,367567.5,294495.19,267647,123696.31,88127
Dextroamphetamine Sulfate,Dextroamphetamine Sulfate,Tris Pharma Inc,,,,,,,36383.46,26022,56304.25,41380
Dextroamphetamine Sulfate,Dextroamphetamine Sulfate,Teva USA,2045721.99,1487158.5,1618703.01,1096644,1331088.74,1046058.5,1158263.63,1009190,840697.21,916706
Dextroamphetamine Sulfate,Dextroamphetamine Sulfate,Prasco Labs,,,,,,,,,19464.21,18436
Dextroamphetamine Sulfate,Dextroamphetamine Sulfate,Mallinckrodt Ph,2265457.35,1575464,2335908.32,1590870.5,1133936.95,814461,591035.11,610277.5,371257.62,550167
Dextroamphetamine Sulfate,Dextroamphetamine Sulfate,"KVK-Tech, Inc.",1597988.96,1266154,2720340.25,1991806,1598041.44,1301123,588616.77,516681,442859.49,507607.5
Dextroamphetamine Sulfate,Dextroamphetamine Sulfate,Gavis/Lupin,9588.11,7920,191446.32,158576,162027.33,126212,35189.49,29438,1889.55,1987
Dextroamphetamine Sulfate,Dextroamphetamine Sulfate,Aurobindo Pharm,507151.99,349314,666908.94,463659.5,2192263.1,2006841,3273128.43,3304901,2739681.09,3619285
Dextroamphetamine Sulfate ER,Dextroamphetamine Sulfate,Mayne Pharma In,1203841.93,407292,4218336.26,1509108,3557128.36,1500071,1272437.04,510947,335243.94,123054
Dextroamphetamine Sulfate ER,Dextroamphetamine Sulfate,Mallinckrodt Ph,3388997.55,1048221,3985296.53,1452438,4005568.13,1611029,3061107.97,1177862,2855910.69,1120608
Dextroamphetamine Sulfate ER,Dextroamphetamine Sulfate,Impax/Amneal,,,,,164334.95,57396,38999.03,13723,13381.94,3479
Dextroamphetamine Sulfate ER,Dextroamphetamine Sulfate,Amneal Pharmace,,,,,,,205498.17,65680,213099.91,65374
Dextroamphetamine Sulfate ER,Dextroamphetamine Sulfate,Actavis/Teva,1490930.87,449524,974631.42,303713,984171.55,370406,4803298.04,1684257,5924334.61,2079473
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Teva/Prasco Lab,27058764.93,8014726,2362190.57,698245,348413.21,110419,222660.58,73687,80697.02,32214
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Sun Pharmaceuti,,,,,,,,,816013.23,359780
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Sandoz,1484892.86,437630,8019340,2379417,11484991.77,3699731,9009003.72,2948813,5464665.88,2119016
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Rhodes Pharmace,,,,,,,63602.43,24800,2525292.14,1157243
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Prasco Labs,,,23433783.48,7045524,25590250.79,8267810,22571155.57,7369554,15245688.67,5777188
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Par Pharm.,,,,,,,268291.96,214748,1319325.06,1105303
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Mallinckrodt Ph,,,,,,,25824.65,9077,2536920.62,977120
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Lannett Co. Inc,,,,,,,,,2085014.73,901383
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Global Pharm,7533118.69,2034842,955693.32,271848,326419.19,101687,192481.15,64702,58770.44,23136
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Amneal Pharmace,2406521.75,662069,10662576.59,3106626,9347808.31,2988409,7079797.12,2362614,5122399.81,2019986
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Amerigen/Ani Ph,,,,,,,,,472903.22,416099
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Amerigen Pharma,,,,,,,,,66078.38,57166
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Actavis/Teva,21271428.35,5876121,16513902.66,4801613,14754142.07,4584252,17896061,5962781,14768466,5853339
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Teva USA,21421263.88,28402025,22348235.3,31272724.5,32794519.89,45598353.5,31992848.3,44651785.5,27905245.28,41275803.5
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Sunrise Pharmac,,,,,,,,,71899.67,109188
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Sun Pharmaceuti,336313.77,435039,1055699.54,1475022,633239.89,890255,24914.68,34113,10847.69,16288
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Sandoz,3726829.5,4820067.4,3917708.3,5484122,4193997,5722389.5,4257355.5,6007453,3782038.22,5614084
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Northstar Rx Ll,,,,,608505.98,874019,3284078.14,4913552,4903488.38,7894546.5
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Zydus Pharmaceu,,,,,700.49,932,2794970.51,4273074,2171621.13,3556140
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Mylan,3916193.12,5013404,2413854.48,3365523,2536921.4,3458993,68357.87,93388,10636,16211
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Mallinckrodt Ph,635372.31,921924,1362944.18,2056100,2833645.12,4226692.5,3386611.32,5019699,3822204.35,5581487
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Lannett Co. Inc,,,,,,,844026.62,1276828,5693735.11,9040797
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Epic Pharma LLC,,,,,130099.97,173415,1252830.38,1817309,1802737.4,2874951
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Corepharma LLC,17125875.81,22024309.5,7728690.9,11055024.1,347829.74,487270.5,119774.44,174840,2430,4212
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Aurobindo Pharm,5315980.3,6593515.5,13438603.88,18468529.5,11611016.87,16833420,9488316.82,14428889,5655815.07,9706044.5
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Alvogen Inc,,,,,,,275648.11,478496,1671328.96,2894090
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Acetris Health,,,,,6672.3,49262,1676.55,12989,1842.08,14627
Dextrose 10%-0.45% NaCl,Dextrose 10 % And 0.45 % NaCl,B.Braun,,,,,,,2662.15,286150,4139.58,510000
Dextrose 5%-0.2% NaCl,Dextrose 5 %-0.2 % Sod Chlorid,Baxter Healthca,13903.18,1819455,9419.7,1191315,7864.18,1236576.714,4619.77,671598,4087.44,724115
Dextrose 5%-0.2% NaCl,Dextrose 5 %-0.2 % Sod Chlorid,B.Braun,538.15,176600,525.39,166000,481.16,198000,245.53,74020,562.05,148501
Dextrose 5%-0.2% NaCl-KCl,Potassium Chloride/D5-0.2%NaCl,Baxter Healthca,806.72,97009,,,320.08,45000,,,782.77,110000
Dextrose 5%-0.225% NaCl,Dextrose 5 %-0.2 % Sod Chlorid,Hospira/Icu Med,2017.59,303803,2314.13,290072,1123.89,147025,315.05,48500,411.37,58000
Dextrose 5%-0.45% NaCl,Dextrose 5 %-0.45 % Sod Chlord,Hospira/Icu Med,146133.69,18156999,106874.77,15090774,115664.18,14869431,93414.34,8445087,93790.03,8019818
Dextrose 5%-0.45% NaCl,Dextrose 5 %-0.45 % Sod Chlord,Baxter Healthca,503673.94,93862721.45,489926.75,91353958.36,504003.11,87762088.23,478217.46,87933388.76,607436.21,110529912.2
Dextrose 5%-0.45% NaCl,Dextrose 5 %-0.45 % Sod Chlord,B.Braun,38897.45,12461910.56,46191.72,13713730.66,42169.72,11759606.5,58226.12,16293410.3,88364.28,21913929
Dextrose 5%-0.45% NaCl-KCl,Potassium Chloride/D5-0.45NaCl,Hospira/Icu Med,5777.89,1885105,3802.15,1308698,3116.8,1013317,3065.25,1354020,1267.08,471036
Dextrose 5%-0.45% NaCl-KCl,Potassium Chloride/D5-0.45NaCl,Baxter Healthca,67844.01,13476321,54436.98,10528805.2,46591.21,9300304,39625.31,7643130,47508.53,8682983
Dextrose 5%-0.45% NaCl-KCl,Potassium Chloride/D5-0.45NaCl,B.Braun,1634.4,522334,2096.35,710020,850.58,261370,5027.42,1819670,5851.25,1631240
Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl,Hospira/Icu Med,50837.35,6710779.666,27955.35,3660809.333,23722.71,3374226,19078.54,2460950,10115.8,1202450
Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl,Baxter Healthca,141282.21,26921011.4,131459.03,24804502.38,127275.68,22666733,137690.76,21715330.8,177630.01,28393584.6
Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl,B.Braun,13699.8,4774682,18772.69,5884097.29,16369.76,5165580,21909.4,7003682,30122.75,7189927.501
Dextrose 5%-1/2ns-KCl,Potassium Chloride/D5-0.45NaCl,Hospira/Icu Med,2291.12,701108,1600.23,392065,756.14,193124,783.43,272002,1038.82,358007
Dextrose 5%-1/2ns-KCl,Potassium Chloride/D5-0.45NaCl,Baxter Healthca,16954.97,2360270,11477.02,1229169,13340.42,1206299,15706.54,2013003,4883.32,595023
Dextrose 5%-1/2ns-KCl,Potassium Chloride/D5-0.45NaCl,B.Braun,197.16,47000,469.3,114510,285.21,68012,2853.42,597178,1012.86,269000
Dextrose 5%-Ns-KCl,Potassium Chloride/D5-0.9%NaCl,Baxter Healthca,7389.87,960404,7135.37,987012,7778.4,1048018,4021.31,489026,5645.84,688000
Dextrose 5%-Ns-KCl,Potassium Chloride/D5-0.9%NaCl,B.Braun,393.29,110700,558.8,206160,825.02,294006,1257.41,408800,448.1,128400
Dextrose 5%-Potassium Chloride,Potassium Chloride In D5W,Hospira/Icu Med,595.47,147006,236.32,63000,343.97,116000,,,504.32,98005
Dextrose 5%-Potassium Chloride,Potassium Chloride In D5W,Baxter Healthca,3025.74,314031,5333.06,743017,3910.62,378055,1941.82,214026,1303.17,157000
Dextrose 5%-Potassium Chloride,Potassium Chloride In D5W,B.Braun,,,,,,,244.39,77000,602.39,149000
Dextrose In Lactated Ringers,Dextrose 5%-Lactated Ringers,Hospira/Icu Med,22251.07,2104278,16471.21,1878974,18009.87,1968881,16848.78,1308720,9813.77,577870
Dextrose In Lactated Ringers,Dextrose 5%-Lactated Ringers,Baxter Healthca,15764.25,3130246,15368.02,2933439,24710.79,4987900,16533.88,2741587,16380.96,3181465
Dextrose In Lactated Ringers,Dextrose 5%-Lactated Ringers,B.Braun,1467.63,530550,2181.56,904600,2806.34,1096500,3012.91,1269512,14402.95,3121982
Dextrose In Water,Dextrose 10 % In Water,Hospira/Icu Med,350.55,61000,304.43,43000,1104.76,160153.6,440.84,57506,1021.93,137000
Dextrose In Water,Dextrose 10 % In Water,Baxter Healthca,4120.23,557140,6303.59,906401,9845.31,1208828,10444.67,1235151,13000.9,1348608
Dextrose In Water,Dextrose 10 % In Water,B.Braun,1941.91,653400,550.78,126532.13,300.27,91528.09,1713.8,556516,3722.81,702000
Dextrose In Water,Dextrose 5 % In Water,Hospira/Pfizer,5002.71,275914,4810.11,194855,5191.05,279341,1493.97,71212,334.45,19052
Dextrose In Water,Dextrose 5 % In Water,Hospira/Icu Med,48993.08,5349128.25,42280,4334479.27,31654.89,3242676.375,14723.27,1867350,11337.69,1523356.65
Dextrose In Water,Dextrose 5 % In Water,Fresenius Kabi,,,,,1396.28,234873.33,1609.78,267500,2387.75,574055
Dextrose In Water,Dextrose 5 % In Water,Baxter Healthca,468460.82,32702849.95,352993.06,32317853.14,376839.81,31022332.94,312443.84,30703176.94,399156.33,46332659.15
Dextrose In Water,Dextrose 5 % In Water,B.Braun,22655.01,3979476.25,35408.52,6877234.753,34072.86,5807028.6,51113.05,6689631.94,66419.96,8021608.99
Dextrose In Water,Dextrose 50 % In Water,International M,808.56,7351,258.64,951,414,1402,,,615.48,2200
Dextrose In Water,Dextrose 50 % In Water,Hospira/Pfizer,8856.82,79327.5,10036.47,61863.5,9563.92,61237.5,10727.17,68408,13475.44,101269.5
Dextrose In Water,Dextrose 50 % In Water,Hospira/Icu Med,2081.58,87000,294.64,10780,256.7,6341,1054.14,40501,1383.34,63000
Dextrose In Water,Dextrose 70 % In Water,Hospira/Icu Med,11612.13,385914.373,5115.45,447711.04,23350.7,1312717.6,25517.99,1842295,18815.07,1040858
Dextrose In Water,Dextrose 70 % In Water,Baxter Healthca,2279522.43,80461892.87,2290106.16,98177001.9,336131.75,12031618.3,1060632.06,43033697.02,34456.18,1269920.875
Dextrose In Water,Dextrose 70 % In Water,B.Braun,1056.52,146959.4,144.9,18843.4,1213.46,55652.6,767.29,116273,1902.73,241615.6
Dialyvite,Folic Acid/Vit B Complex And C,Hillestad Pharm,112.26,1260,209.32,1534,192.22,1350,165.58,952,223.04,1242
Dialyvite 3000,Folic Acid/B Cplx/C/Selen/Zinc,Hillestad Pharm,140.22,540,256.86,930,278.36,960,,,148.8,510
Dialyvite Supreme D,Multivit-Mins 25/Folic Acid/D3,Hillestad Pharm,,,,,254.3,728,133,365,133,396
Diastat,Diazepam,Valeant/Bausch,48567.86,187,59576.2,223,80603.98,288,95380.87,338,42506.05,146
Diastat Acudial,Diazepam,Valeant/Bausch,1059700.45,3502.5,1554792.74,4890.5,2047338.38,6179.5,2024136.15,5918.5,1231768.31,3534
Diazepam*,Diazepam,Teva USA*,16790846.28,94240413.31,17746656.62,102115867.7,13849279.16,106025869.2,16066684.96,135575862,14091406.15,126819604
Diazepam*,Diazepam,Roxane/West-War,419863.96,2457471.35,384237.88,2659134.79,383045.9,2650874.55,370709.01,2682880.94,370491.92,2769983.74
Diazepam*,Diazepam,Oceanside Pharm,,,1033594.1,3898.5,7400328.97,28163.5,8148813.98,30938,8201211.2,30595.01
Diazepam*,Diazepam,Mylan Instituti,30503.13,174938.917,28481.36,171890.5,27458.9,165044.25,38279.25,247199.5,16920.49,106098
Diazepam*,Diazepam,Mylan,7001367.52,71425539.83,7189843.93,69017106.5,6716350.6,54294065.5,1724187.97,13977056.75,235937.51,2511763.166
Diazepam*,Diazepam,Mckesson Packag,7960.99,48510,5558.79,32487.5,4601.19,24679,2773.12,14424,673.08,3667
Diazepam*,Diazepam,Mayne Pharma In,918302.95,9600479,4147292.74,40028533.75,3638874.76,30727505.49,2380971.37,19821188.75,3812475.92,31710394.25
Diazepam*,Diazepam,Major Pharmaceu,748.24,4328,3596.5,24743,6418.34,45073,10113.03,75394,23409.8,208102.5
Diazepam*,Diazepam,Lannett Co. Inc,26160.96,25948,43477.46,44327.63,57428.78,59474,63534.73,66845.6,65618.16,70533.4
Diazepam*,Diazepam,Hospira/Pfizer,298052.55,44332,243242.04,42256.4,132875.89,32026.8,118213.32,28980,97531.99,18641
Diazepam*,Diazepam,Dash Pharmaceut,,,,,,,6848.82,633,14091.49,1543.8
Diazoxide,Diazoxide,Par Pharm.,,,,,,,,,145537.24,16578
Diazoxide,Diazoxide,E5 Pharma,,,,,,,,,848900.69,93668
Diclegis,Doxylamine Succinate/Vit B6,"Duchesnay USA,",,,,,322567.27,45749,186639.93,26750,61424.67,9712
Diclofenac Epolamine,Diclofenac Epolamine,Teva USA,,,,,,,23257268.5,1994493,49369191.84,4341869
Diclofenac Epolamine,Diclofenac Epolamine,Greenstone LLC.,,,,,,,14955617.72,1415912,60216050.37,5605004
Diclofenac Potassium,Diclofenac Potassium,Teva USA,7648096.84,11122883.22,9576544.54,12285431.25,13201510.64,16364180.72,1341152.48,1658699,1128156.17,1234860
Diclofenac Potassium,Diclofenac Potassium,Sandoz,4423895.48,6173861.744,3239864.28,4145033.364,2100774.36,2708008.5,273376.7,348294,89349.06,120809
Diclofenac Potassium,Diclofenac Potassium,Mylan/Archis Ph,7821339.59,11324280.19,13166111.77,14415790.68,14107669.12,12951600.69,2942277.53,3523970,8345199.18,10268395.07
Diclofenac Sodium ER,Diclofenac Sodium,Sandoz,143637.69,281026,57279.52,104386.597,39968.35,56901,107795.56,64958,71704.12,42709
Diclofenac Sodium ER,Diclofenac Sodium,Oceanside Pharm,356759.74,698610,876917.18,1568966,2395039.01,3196000,6023620.07,4864932,6463063.34,4506698
Diclofenac Sodium ER,Diclofenac Sodium,Lannett Co. Inc,,,,,605456.12,585171,5109101.67,3865380,6599377.3,4331490
Diclofenac Sodium*,Diclofenac Sodium,Valeant/Bausch,849141.05,386447.5,592858.95,286914,365669.65,166274.5,516441.61,227968.2,476628.48,202013.5
Diclofenac Sodium*,Diclofenac Sodium,Taro Pharm USA,6801773.99,1947874,12301305.25,3156102.434,8441439.58,3414849,4128985.39,2842089.631,2961022,3454725.124
Diclofenac Sodium*,Diclofenac Sodium,Sola Pharmaceut,,,,,78833.02,94500,47138.76,28050,6771.07,6300
Diclofenac Sodium*,Diclofenac Sodium,Sandoz*,5661206.82,10773196.2,3603179.04,12216331.74,2194129.84,4837349.833,1536596.32,949078.167,1486016.41,413736.1
Diclofenac Sodium*,Diclofenac Sodium,Rising Pharm*,27198853.12,113164279.8,23520119.09,107142668.3,27248055.84,115502758,29869978.05,127082144,30667046.72,127541052.5
Diclofenac Sodium*,Diclofenac Sodium,Repharm LLC,,,,,4993.65,22901,6651.81,28499,896.44,4893
Diclofenac Sodium*,Diclofenac Sodium,Perrigo Co.,51514.43,34472,,,7063.09,4100,6358374.13,16801308,22476941.05,83943066.08
